"video_url","video_id","comment_id","author","text","time","like_count","reply_count","scraped_at","id"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@earendilsenordelamuerte9963","Fuera bromas, yo legalizaría el haraquiri y 🤔 cada uno tome su decisión.","5 months ago (edited)","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@joelramos973","Excelente video. Muy objetiva la manera de explicarlo. Cuando comenzo, hablando de todo lo negativo que se le dice a la generación z, estuve a punto de quitarlo pensando que era uno de esos típicos videos donde todo se le achaca a la generación z, viéndolos como débiles. Pero cuando escuché la segunda opinión para comparar, entendí que el video iba a ser objetivo. Y no me equivoqué. Excelente análisis. Un abrazo.","11 months ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@XV-or8zz","Kali yuga, que les jodan, y espabilen, el mundo es una jungla 
Celebro la seleccion natural.","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@DRGON01","Ahora que lo pienso la generación Z cae muy facil ante los estafadores. Su necesidad de ser empáticos muchas veces los hace pensar con el corazón y terminar apoyando funas falsas, por ejemplo","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@pamelapaulinavelezsanches","Estúpid0","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@LauraMendoza7","¿No será que las generaciones de ahora son más como las asiáticas debido a su influencia en nuestra cultura?","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@SilverJaboncillo","Me uno yo también tengo apego evitativo 😸 😁","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@ibemkup","😢😢los que somos de Latinoamérica es normal tener ansiedad y depresión por el futuro","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@Teresacalvo22","Me identifico 😞","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@PabloLucero-on6gz","Todo tiene una consecuencia,la poca resiliencia,victimizarse y la poca resistencia a la frustración ,hacen gente débil e inmadura","1 year ago","4","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@korpannor3010","Verlos sufrir es delicioso, un dolor exquisito","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@arturocaceres9973","Alguna solución para los Milenials?","1 year ago","1","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@adrianpellejero9872","Comprender lo absurdo del mundo y obrar de acuerdo a esa comprension lo comprendí leyendo filosofía y terapia psicológica durante bastante tiempo,tratar de bajarse de la calesita absurda y tratar de no mentir ni mentirse uno mismo , la calesita mundial va a seguir estando tu en vida o muerto soy un viejo se 65 años y mis primeros 35 años de mi vida corri atrás de la zanahoria por hacerle caso al que dirán de los demás y a ciertos preceptos sociales como modas y tendencias para relaciones sexuales que fueron pocas y que ganaba metiendome presión ? nadita de nadaaaaa el que te quiere como sos bien y el que no también","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@EduardoMoctezuma100","Yo soy Millenial y creo que eso de que la generación Z corre cuando ve una pala es mentira, más bien como se les quiere tratar cuando pretenden agarrar una, es bien sabido que la generación anterior siempre subestima y es abusiva con la generación que sigue, creo que entre los muchos defectos de las nuevas juventudes hay ciertas cosas buenas y una de ellas es que sí defienden sus derechos y aunque suelen ser insubordinados sin razón muchas veces no permiten que se les abuse.","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@fragalax","""generación del wokismo y victimismo"" si realmente crees eso parece que solo eres uno más que no ofrece estudios para entender la situación social.","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@confidenteconfite","No solamente es que padecen ""más"" problemas mentales, debido tal vez a su poca asertividad con ellos mismos, y la poca aceptación de sus fortalezas y debilidades, sino además porque, a diferencia de otras generaciones, se preocupan más por su salud mental, y es por ello es que acuden a especialistas, algo que para anteriores generaciones era más difícil, no solamente porque la sociedad de antes juzgaba con mayor prejuicio a quienes decidían por voluntad propia ir a un psicólogo, sino que era algo mucho más costoso, pues existía menos cantidad de profesionales dedicados a la salud mental. Por todo eso quizá habría a pensar que no necesariamente las jóvenes generaciones padecen más (mentalmente), sino que simplemente demuestran y exponen más sus problemas emocionales.","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@Pelisdiana","Parece como si te estuvieras burlando de esta generación","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@saulcruz9637","Amo la chamba","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@MeikoMagic1999_","No haz dicho de qué epocas son ellos","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@MeikoMagic1999_","Naci en el 99, generacion Z. Me hubiera gustado haber nacido en otra epoxa la versad","1 year ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@avataraangloud9053","¿Es de joda?","8 months ago","0","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@irvingbeltran-315","No te culpo los trabajos, son una mrd y el pago es triste.","1 year ago","2","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
"https://www.youtube.com/watch?v=vm5tGIDUS9E","vm5tGIDUS9E","null","@aramir7271","Soy gen Z y he visto que en redes salen memes o debates estupidos, como los tales incels, alfas, puras etiquetas pendejas. No sé quien las inventó, y es increíble ver como tantos se afanan con eso.","1 year ago","1","null","2025-12-14T17:43:52.723356Z","vm5tGIDUS9E|None|2025-12-14T17:43:52.723356Z"
